"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"06/25/2017 04:20:00 - 04:25:00","42910.8923611111","93,608,441 KByte","95855043667.2017","2,556,305 kbit/s","319538114.7650","44,526,097 KByte","45594723510.9600","1,215,940 kbit/s","151992544.5395","49,082,344 KByte","50260320156.2418","1,340,365 kbit/s","167545570.2255","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:25:00 - 04:30:00","42910.8958333333","90,622,616 KByte","92797558980.5906","2,474,767 kbit/s","309345819.6566","42,621,264 KByte","43644173884.4131","1,163,922 kbit/s","145490278.9666","48,001,353 KByte","49153385096.1775","1,310,844 kbit/s","163855540.6900","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:30:00 - 04:35:00","42910.8993055556","90,318,448 KByte","92486090276.1310","2,466,542 kbit/s","308317799.3670","42,038,402 KByte","43047323939.7766","1,148,043 kbit/s","143505430.3423","48,280,045 KByte","49438766336.3544","1,318,499 kbit/s","164812369.0248","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:35:00 - 04:40:00","42910.9027777778","106,301,638 KByte","108852876975.0360","2,902,937 kbit/s","362867114.3911","47,699,693 KByte","48844486082.4957","1,302,606 kbit/s","162825808.6622","58,601,944 KByte","60008390892.5403","1,600,330 kbit/s","200041305.7288","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:40:00 - 04:45:00","42910.9062500000","97,031,408 KByte","99360161993.0701","2,649,958 kbit/s","331244705.9377","43,964,599 KByte","45019749094.8821","1,200,687 kbit/s","150085841.7618","53,066,809 KByte","54340412898.1880","1,449,271 kbit/s","181158864.1759","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:45:00 - 04:50:00","42910.9097222222","95,321,995 KByte","97609723371.8675","2,603,099 kbit/s","325387437.0687","42,720,834 KByte","43746133590.5647","1,166,641 kbit/s","145830167.3130","52,601,162 KByte","53863589781.3028","1,436,458 kbit/s","179557269.7557","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:50:00 - 04:55:00","42910.9131944444","93,605,481 KByte","95852012749.7117","2,556,224 kbit/s","319528011.0331","41,783,323 KByte","42786122455.0158","1,141,039 kbit/s","142629916.8445","51,822,158 KByte","53065890294.6959","1,415,185 kbit/s","176898094.1886","0 %","0.0000","100 %","0000009999"
"06/25/2017 04:55:00 - 05:00:00","42910.9166666667","97,615,823 KByte","99958602645.8093","2,665,740 kbit/s","333217556.6565","44,058,316 KByte","45115715692.2417","1,203,166 kbit/s","150395745.3572","53,557,507 KByte","54842886953.5676","1,462,574 kbit/s","182821811.2993","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:00:00 - 05:05:00","42910.9201388889","88,716,571 KByte","90845768529.0398","2,422,796 kbit/s","302849513.3815","39,932,500 KByte","40890880220.7685","1,090,533 kbit/s","136316565.7258","48,784,071 KByte","49954888308.2713","1,332,264 kbit/s","166532947.6557","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:05:00 - 05:10:00","42910.9236111111","94,430,055 KByte","96696375888.3949","2,578,828 kbit/s","322353488.3101","41,429,518 KByte","42423826081.6940","1,131,415 kbit/s","141426896.2953","53,000,537 KByte","54272549806.7010","1,447,413 kbit/s","180926592.0149","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:10:00 - 05:15:00","42910.9270833333","98,035,169 KByte","100388012682.5805","2,677,103 kbit/s","334637863.5374","43,718,596 KByte","44767842196.4140","1,193,849 kbit/s","149231115.0252","54,316,573 KByte","55620170486.1665","1,483,254 kbit/s","185406748.5122","0 %","0.0000","100 %","0000010000"
"06/25/2017 05:15:00 - 05:20:00","42910.9305555556","90,296,107 KByte","92463213414.2041","2,465,850 kbit/s","308231260.1314","41,939,340 KByte","42945884463.5258","1,145,300 kbit/s","143162492.3779","48,356,767 KByte","49517328950.6784","1,320,550 kbit/s","165068767.7534","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:20:00 - 05:25:00","42910.9340277778","95,603,113 KByte","97897587814.2570","2,610,950 kbit/s","326368808.5553","44,662,119 KByte","45734009663.4764","1,219,736 kbit/s","152467027.8153","50,940,994 KByte","52163578150.7806","1,391,214 kbit/s","173901780.7400","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:25:00 - 05:30:00","42910.9375000000","93,448,968 KByte","95691742736.0642","2,551,950 kbit/s","318993742.0363","44,063,744 KByte","45121273357.3621","1,203,314 kbit/s","150414272.1427","49,385,224 KByte","50570469378.7020","1,348,636 kbit/s","168579469.8937","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:30:00 - 05:35:00","42910.9409722222","92,102,048 KByte","94312497625.6170","2,515,168 kbit/s","314395951.8155","44,009,345 KByte","45065569496.1190","1,201,829 kbit/s","150228580.2257","48,092,703 KByte","49246928129.4980","1,313,339 kbit/s","164167371.5898","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:35:00 - 05:40:00","42910.9444444444","93,730,195 KByte","95979720136.4175","2,559,545 kbit/s","319943065.2236","43,083,892 KByte","44117905638.2103","1,176,517 kbit/s","147064587.6136","50,646,303 KByte","51861814498.2072","1,383,028 kbit/s","172878477.6099","0 %","0.0000","100 %","0000010000"
"06/25/2017 05:40:00 - 05:45:00","42910.9479166667","85,158,801 KByte","87202612136.4258","2,325,713 kbit/s","290714135.6728","39,347,413 KByte","40291751150.3794","1,074,590 kbit/s","134323747.0009","45,811,388 KByte","46910860986.0464","1,251,123 kbit/s","156390388.6720","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:45:00 - 05:50:00","42910.9513888889","88,586,005 KByte","90712069273.4810","2,419,150 kbit/s","302393723.8265","40,015,933 KByte","40976315294.9422","1,092,775 kbit/s","136596824.1047","48,570,072 KByte","49735753978.5388","1,326,375 kbit/s","165796899.7218","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:50:00 - 05:55:00","42910.9548611111","92,596,864 KByte","94819189178.2835","2,528,680 kbit/s","316085036.2634","42,806,756 KByte","43834118082.2481","1,168,988 kbit/s","146123468.5054","49,790,108 KByte","50985071096.0353","1,359,693 kbit/s","169961567.7580","0 %","0.0000","100 %","0000009999"
"06/25/2017 05:55:00 - 06:00:00","42910.9583333333","90,420,930 KByte","92591031809.0572","2,469,259 kbit/s","308657349.8535","40,874,749 KByte","41855743280.6875","1,116,228 kbit/s","139528446.1654","49,546,180 KByte","50735288528.3697","1,353,031 kbit/s","169128903.6881","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:00:00 - 06:05:00","42910.9618055556","89,833,976 KByte","91989991103.3578","2,453,230 kbit/s","306653747.2610","40,285,938 KByte","41252800152.5950","1,100,148 kbit/s","137518501.7421","49,548,038 KByte","50737190950.7628","1,353,082 kbit/s","169135245.5189","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:05:00 - 06:10:00","42910.9652777778","85,966,693 KByte","88029894107.6889","2,347,620 kbit/s","293452543.8619","38,536,212 KByte","39461081442.2197","1,052,366 kbit/s","131545707.8546","47,430,481 KByte","48568812665.4693","1,295,255 kbit/s","161906836.0073","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:10:00 - 06:15:00","42910.9687500000","88,905,607 KByte","91039341301.7144","2,427,959 kbit/s","303494820.4878","39,872,024 KByte","40828952637.1263","1,088,881 kbit/s","136110119.8024","49,033,583 KByte","50210388664.5881","1,339,078 kbit/s","167384700.6854","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:15:00 - 06:20:00","42910.9722222222","86,261,849 KByte","88332133751.9817","2,355,759 kbit/s","294469892.8292","38,033,843 KByte","38946655330.8615","1,038,681 kbit/s","129835167.9530","48,228,006 KByte","49385478421.1202","1,317,078 kbit/s","164634724.8762","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:20:00 - 06:25:00","42910.9756944444","84,991,533 KByte","87031329707.7045","2,320,990 kbit/s","290123773.9439","37,555,571 KByte","38456905127.3697","1,025,586 kbit/s","128198230.3066","47,435,962 KByte","48574424580.3348","1,295,404 kbit/s","161925543.6374","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:25:00 - 06:30:00","42910.9791666667","94,669,757 KByte","96941831235.5562","2,585,374 kbit/s","323171754.6273","43,188,740 KByte","44225269606.0474","1,179,458 kbit/s","147432308.5843","51,481,017 KByte","52716561629.5089","1,405,916 kbit/s","175739446.0430","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:30:00 - 06:35:00","42910.9826388889","86,462,193 KByte","88537285438.9398","2,361,230 kbit/s","295153800.1765","39,670,289 KByte","40622375855.6139","1,083,372 kbit/s","135421461.6649","46,791,904 KByte","47914909583.3258","1,277,859 kbit/s","159732338.5116","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:35:00 - 06:40:00","42910.9861111111","96,562,035 KByte","98879523741.3930","2,636,963 kbit/s","329620387.1638","43,299,594 KByte","44338784670.4364","1,182,446 kbit/s","147805802.6216","53,262,440 KByte","54540739070.9566","1,454,517 kbit/s","181814584.5422","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:40:00 - 06:45:00","42910.9895833333","97,502,244 KByte","99842298287.9933","2,662,639 kbit/s","332829849.6166","43,606,701 KByte","44653261671.4816","1,190,833 kbit/s","148854129.1802","53,895,544 KByte","55189036616.5118","1,471,806 kbit/s","183975720.4364","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:45:00 - 06:50:00","42910.9930555556","93,156,983 KByte","95392750829.8145","2,544,061 kbit/s","318007636.8631","42,163,333 KByte","43175252482.1744","1,151,455 kbit/s","143931901.4641","50,993,651 KByte","52217498347.6401","1,392,606 kbit/s","174075735.3990","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:50:00 - 06:55:00","42910.9965277778","91,875,964 KByte","94080987544.2408","2,509,161 kbit/s","313645111.1623","41,085,254 KByte","42071300165.4021","1,122,051 kbit/s","140256368.0671","50,790,710 KByte","52009687378.8387","1,387,110 kbit/s","173388743.0952","0 %","0.0000","100 %","0000009999"
"06/25/2017 06:55:00 - 07:00:00","42911.0000000000","96,009,747 KByte","98313981433.5042","2,621,881 kbit/s","327735120.4530","43,114,687 KByte","44149439004.2884","1,177,397 kbit/s","147174608.3215","52,895,061 KByte","54164542429.2157","1,444,484 kbit/s","180560512.1315","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:00:00 - 07:05:00","42911.0034722222","94,799,394 KByte","97074579292.8122","2,588,828 kbit/s","323603504.5430","42,761,895 KByte","43788180314.3133","1,167,763 kbit/s","145970332.4032","52,037,499 KByte","53286398978.4990","1,421,065 kbit/s","177633172.1398","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:05:00 - 07:10:00","42911.0069444444","93,827,172 KByte","96079024124.1312","2,562,278 kbit/s","320284766.0648","42,653,408 KByte","43677089645.5721","1,164,800 kbit/s","145600005.4856","51,173,764 KByte","52401934478.5591","1,397,478 kbit/s","174684760.5792","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:10:00 - 07:15:00","42911.0104166667","92,642,425 KByte","94865843303.6328","2,529,924 kbit/s","316240560.3828","41,948,227 KByte","42954984161.2697","1,145,543 kbit/s","143192826.7260","50,694,198 KByte","51910859142.3631","1,384,382 kbit/s","173047733.6568","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:15:00 - 07:20:00","42911.0138888889","91,774,335 KByte","93976918806.9150","2,506,302 kbit/s","313287724.7955","41,087,113 KByte","42073203798.5230","1,122,064 kbit/s","140258038.4656","50,687,222 KByte","51903715008.3920","1,384,237 kbit/s","173029686.3299","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:20:00 - 07:25:00","42911.0173611111","89,549,111 KByte","91698289426.7873","2,445,532 kbit/s","305691533.9093","40,556,348 KByte","41529700484.5733","1,107,569 kbit/s","138446179.5665","48,992,763 KByte","50168588942.2140","1,337,963 kbit/s","167245354.3428","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:25:00 - 07:30:00","42911.0208333333","93,682,902 KByte","95931291764.0482","2,558,253 kbit/s","319781631.9346","42,675,094 KByte","43699295780.6187","1,165,353 kbit/s","145669174.9079","51,007,809 KByte","52231995983.4295","1,392,900 kbit/s","174112457.0267","0 %","0.0000","100 %","0000010000"
"06/25/2017 07:30:00 - 07:35:00","42911.0243055556","87,295,785 KByte","89390884209.9886","2,383,916 kbit/s","297989479.9986","38,949,670 KByte","39884461985.4490","1,063,657 kbit/s","132957070.4229","48,346,115 KByte","49506422224.5396","1,320,259 kbit/s","165032409.5758","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:35:00 - 07:40:00","42911.0277777778","96,312,403 KByte","98623900391.2007","2,630,234 kbit/s","328779212.5586","42,027,854 KByte","43036522440.5549","1,147,755 kbit/s","143469421.7440","54,284,549 KByte","55587377950.6458","1,482,478 kbit/s","185309790.8146","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:40:00 - 07:45:00","42911.0312500000","98,814,630 KByte","101186181229.1582","2,698,658 kbit/s","337332248.3970","42,330,609 KByte","43346543456.5981","1,156,062 kbit/s","144507745.8881","56,484,021 KByte","57839637772.5601","1,542,596 kbit/s","192824502.5089","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:45:00 - 07:50:00","42911.0347222222","104,905,909 KByte","107423651183.9375","2,864,822 kbit/s","358102710.7938","44,087,310 KByte","45145405126.1519","1,203,958 kbit/s","150494716.7350","60,818,600 KByte","62278246057.7856","1,660,864 kbit/s","207607994.0589","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:50:00 - 07:55:00","42911.0381944444","101,662,621 KByte","104102524053.6686","2,776,252 kbit/s","347031548.9488","43,477,615 KByte","44521077925.9353","1,187,308 kbit/s","148413487.3189","58,185,006 KByte","59581446127.7333","1,588,944 kbit/s","198618061.6299","0 %","0.0000","100 %","0000009999"
"06/25/2017 07:55:00 - 08:00:00","42911.0416666667","99,369,891 KByte","101754768692.4519","2,713,822 kbit/s","339227792.6805","42,104,885 KByte","43115402539.5683","1,149,897 kbit/s","143737173.4217","57,265,006 KByte","58639366152.8836","1,563,925 kbit/s","195490619.2588","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:00:00 - 08:05:00","42911.0451388889","99,122,416 KByte","101501353609.3707","2,706,883 kbit/s","338360402.7248","40,942,104 KByte","41924714525.2702","1,118,067 kbit/s","139758365.6419","58,180,312 KByte","59576639084.1005","1,588,816 kbit/s","198602037.0828","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:05:00 - 08:10:00","42911.0486111111","99,929,953 KByte","102328271766.8232","2,729,027 kbit/s","341128352.0579","41,638,146 KByte","42637461685.7397","1,137,113 kbit/s","142139086.1944","58,291,807 KByte","59690810081.0835","1,591,914 kbit/s","198989265.8635","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:10:00 - 08:15:00","42911.0520833333","104,997,949 KByte","107517900041.2535","2,867,335 kbit/s","358416894.5972","43,116,176 KByte","44150963993.1528","1,177,438 kbit/s","147179691.9566","61,881,773 KByte","63366936048.1007","1,689,898 kbit/s","211237202.6405","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:15:00 - 08:20:00","42911.0555555556","101,552,200 KByte","103989453037.2400","2,773,237 kbit/s","346654620.4322","43,094,134 KByte","44128393443.1242","1,176,836 kbit/s","147104451.7739","58,458,066 KByte","59861059594.1158","1,596,401 kbit/s","199550168.6583","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:20:00 - 08:25:00","42911.0590277778","99,407,174 KByte","101792946446.9168","2,714,750 kbit/s","339343755.8653","44,290,069 KByte","45353030223.9093","1,209,535 kbit/s","151191886.6017","55,117,106 KByte","56439916223.0074","1,505,215 kbit/s","188151869.2636","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:25:00 - 08:30:00","42911.0625000000","99,407,448 KByte","101793227075.2436","2,714,667 kbit/s","339333379.1428","43,295,881 KByte","44334982579.0246","1,182,345 kbit/s","147793128.1386","56,111,567 KByte","57458244496.2190","1,532,322 kbit/s","191540251.0041","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:30:00 - 08:35:00","42911.0659722222","97,849,616 KByte","100198006798.1772","2,672,125 kbit/s","334015623.7022","44,363,355 KByte","45428075070.9600","1,211,496 kbit/s","151437012.7040","53,486,261 KByte","54769931727.2171","1,460,629 kbit/s","182578610.9981","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:35:00 - 08:40:00","42911.0694444444","102,451,819 KByte","104910662225.3233","2,797,897 kbit/s","349737181.1359","45,969,045 KByte","47072301656.2221","1,255,387 kbit/s","156923364.5239","56,482,774 KByte","57838360569.1012","1,542,511 kbit/s","192813816.6120","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:40:00 - 08:45:00","42911.0729166667","99,053,829 KByte","101431120911.0116","2,705,100 kbit/s","338137550.1251","44,593,338 KByte","45663577640.2337","1,217,817 kbit/s","152227148.1823","54,460,491 KByte","55767543270.7779","1,487,283 kbit/s","185910401.9428","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:45:00 - 08:50:00","42911.0763888889","100,643,930 KByte","103059384552.0667","2,748,433 kbit/s","343554185.4526","46,649,165 KByte","47768745286.2690","1,273,918 kbit/s","159239766.9387","53,994,765 KByte","55290639265.7977","1,474,515 kbit/s","184314418.5139","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:50:00 - 08:55:00","42911.0798611111","101,695,953 KByte","104136655862.8321","2,777,255 kbit/s","347156901.8996","45,806,029 KByte","46905373608.1893","1,250,935 kbit/s","156366882.0488","55,889,924 KByte","57231282254.6428","1,526,320 kbit/s","190790019.8508","0 %","0.0000","100 %","0000009999"
"06/25/2017 08:55:00 - 09:00:00","42911.0833333333","100,080,254 KByte","102482180357.8558","2,733,131 kbit/s","341641432.0027","44,288,715 KByte","45351644277.0418","1,209,498 kbit/s","151187266.3168","55,791,539 KByte","57130536080.8140","1,523,633 kbit/s","190454165.6859","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:00:00 - 09:05:00","42911.0868055556","103,023,212 KByte","105495769285.3413","2,813,502 kbit/s","351687733.0578","45,322,736 KByte","46410481240.7002","1,237,737 kbit/s","154717075.8433","57,700,477 KByte","59085288044.6411","1,575,765 kbit/s","196970657.2145","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:05:00 - 09:10:00","42911.0902777778","100,913,740 KByte","103335669866.1113","2,755,802 kbit/s","344475197.9002","44,422,451 KByte","45488589671.6403","1,213,110 kbit/s","151638741.4882","56,491,289 KByte","57847080194.4710","1,542,692 kbit/s","192836456.4120","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:10:00 - 09:15:00","42911.0937500000","102,621,811 KByte","105084734171.8327","2,802,446 kbit/s","350305800.9595","45,660,567 KByte","46756420568.2796","1,246,921 kbit/s","155865126.2360","56,961,244 KByte","58328313603.5531","1,555,525 kbit/s","194440674.7235","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:15:00 - 09:20:00","42911.0972222222","102,476,231 KByte","104935660581.4482","2,798,657 kbit/s","349832179.5621","47,740,317 KByte","48886084976.9713","1,303,803 kbit/s","162975346.6361","54,735,914 KByte","56049575604.4770","1,494,855 kbit/s","186856832.9260","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:20:00 - 09:25:00","42911.1006944444","102,592,654 KByte","105054877659.0957","2,801,650 kbit/s","350206272.6152","44,951,424 KByte","46030258589.9109","1,227,555 kbit/s","153444424.9280","57,641,230 KByte","59024619069.1848","1,574,095 kbit/s","196761847.6871","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:25:00 - 09:30:00","42911.1041666667","104,533,590 KByte","107042396633.7200","2,854,654 kbit/s","356831777.5642","46,253,762 KByte","47363851885.1229","1,263,120 kbit/s","157890032.2859","58,279,829 KByte","59678544748.5971","1,591,534 kbit/s","198941745.2783","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:30:00 - 09:35:00","42911.1076388889","96,529,720 KByte","98846432959.3698","2,636,081 kbit/s","329510077.2030","42,319,425 KByte","43335090867.9989","1,155,679 kbit/s","144459933.5556","54,210,295 KByte","55511342091.3710","1,480,401 kbit/s","185050143.6475","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:35:00 - 09:40:00","42911.1111111111","104,613,574 KByte","107124299488.4318","2,856,838 kbit/s","357104805.2818","47,670,410 KByte","48814499519.8547","1,301,807 kbit/s","162725846.7893","56,943,164 KByte","58309799968.5772","1,555,032 kbit/s","194378958.4925","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:40:00 - 09:45:00","42911.1145833333","103,790,532 KByte","106281504715.6105","2,834,362 kbit/s","354295302.0722","47,271,317 KByte","48405828942.8550","1,290,908 kbit/s","161363520.7109","56,519,215 KByte","57875675772.7556","1,543,454 kbit/s","192931781.3613","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:45:00 - 09:50:00","42911.1180555556","101,653,895 KByte","104093588555.3916","2,776,014 kbit/s","347001761.9688","45,645,327 KByte","46740814812.5491","1,246,505 kbit/s","155813103.5821","56,008,568 KByte","57352773742.8426","1,529,509 kbit/s","191188658.3867","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:50:00 - 09:55:00","42911.1215277778","96,454,725 KByte","98769638279.7538","2,634,120 kbit/s","329265054.1046","42,373,161 KByte","43390116907.8455","1,157,186 kbit/s","144648187.8449","54,081,564 KByte","55379521371.9083","1,476,935 kbit/s","184616866.2597","0 %","0.0000","100 %","0000009999"
"06/25/2017 09:55:00 - 10:00:00","42911.1250000000","100,204,901 KByte","102609818983.6087","2,736,353 kbit/s","342044131.4164","43,686,181 KByte","44734649363.3847","1,192,964 kbit/s","149120468.5602","56,518,720 KByte","57875169620.2240","1,543,389 kbit/s","192923662.8562","0 %","0.0000","100 %","0000010000"
"06/25/2017 10:00:00 - 10:05:00","42911.1284722222","103,490,764 KByte","105974542231.6267","2,826,270 kbit/s","353283802.4857","44,793,522 KByte","45868566339.5810","1,223,284 kbit/s","152910512.1832","58,697,242 KByte","60105975892.0457","1,602,986 kbit/s","200373290.3025","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:05:00 - 10:10:00","42911.1319444444","101,167,414 KByte","103595431555.5933","2,762,637 kbit/s","345329616.1725","43,786,746 KByte","44837627566.6910","1,195,710 kbit/s","149463740.6803","57,380,668 KByte","58757803988.9023","1,566,927 kbit/s","195865875.4922","0 %","0.0000","100 %","0000010000"
"06/25/2017 10:10:00 - 10:15:00","42911.1354166667","110,095,002 KByte","112737282464.1455","3,006,528 kbit/s","375815995.9469","47,838,346 KByte","48986466049.1654","1,306,393 kbit/s","163299106.7710","62,256,657 KByte","63750816414.9801","1,700,135 kbit/s","212516889.1759","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:15:00 - 10:20:00","42911.1388888889","103,893,692 KByte","106387140795.7185","2,837,274 kbit/s","354659268.5793","46,964,004 KByte","48091140469.4546","1,282,559 kbit/s","160319833.5482","56,929,688 KByte","58296000326.2639","1,554,715 kbit/s","194339435.0310","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:20:00 - 10:25:00","42911.1423611111","99,291,014 KByte","101673998824.4279","2,711,487 kbit/s","338935925.1431","46,157,069 KByte","47264838359.0617","1,260,480 kbit/s","157559965.1946","53,133,946 KByte","54409160465.3662","1,451,008 kbit/s","181375959.9486","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:25:00 - 10:30:00","42911.1458333333","104,866,972 KByte","107383779307.3063","2,863,854 kbit/s","357981729.1973","48,696,230 KByte","49864939016.0828","1,329,865 kbit/s","166233086.6956","56,170,742 KByte","57518840291.2234","1,533,989 kbit/s","191748642.5017","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:30:00 - 10:35:00","42911.1493055556","100,680,869 KByte","103097209629.2367","2,749,442 kbit/s","343680277.4493","45,504,109 KByte","46596207173.8675","1,242,648 kbit/s","155331045.9826","55,176,760 KByte","56501002455.3692","1,506,794 kbit/s","188349231.4667","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:35:00 - 10:40:00","42911.1527777778","104,844,324 KByte","107360587409.9301","2,863,235 kbit/s","357904415.1413","47,793,650 KByte","48940697955.7806","1,305,216 kbit/s","163151975.0501","57,050,673 KByte","58419889454.1495","1,558,020 kbit/s","194752440.0912","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:40:00 - 10:45:00","42911.1562500000","102,919,953 KByte","105390031844.7015","2,810,588 kbit/s","351323527.7175","46,731,651 KByte","47853210349.8410","1,276,171 kbit/s","159521335.9219","56,188,302 KByte","57536821494.8605","1,534,418 kbit/s","191802191.7957","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:45:00 - 10:50:00","42911.1597222222","107,970,898 KByte","110562199973.2472","2,948,718 kbit/s","368589811.8857","46,816,340 KByte","47939932270.2847","1,278,569 kbit/s","159821083.7121","61,154,558 KByte","62622267702.9625","1,670,150 kbit/s","208768728.1736","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:50:00 - 10:55:00","42911.1631944444","104,233,801 KByte","106735411992.5896","2,846,657 kbit/s","355832150.9288","45,345,591 KByte","46433885547.9601","1,238,402 kbit/s","154800258.5277","58,888,209 KByte","60301526444.6295","1,608,255 kbit/s","201031892.4011","0 %","0.0000","100 %","0000009999"
"06/25/2017 10:55:00 - 11:00:00","42911.1666666667","105,950,242 KByte","108493047717.8999","2,893,341 kbit/s","361667603.5666","46,305,571 KByte","47416905126.5474","1,264,535 kbit/s","158066888.2144","59,644,670 KByte","61076142591.3525","1,628,806 kbit/s","203600715.3522","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:00:00 - 11:05:00","42911.1701388889","105,893,360 KByte","108434801151.2518","2,891,787 kbit/s","361473435.3999","47,534,880 KByte","48675717139.6731","1,298,106 kbit/s","162263208.0128","58,358,480 KByte","59759084011.5787","1,593,682 kbit/s","199210227.3871","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:05:00 - 11:10:00","42911.1736111111","109,005,794 KByte","111621932763.0928","2,976,783 kbit/s","372097915.7380","50,409,139 KByte","51618958428.4574","1,376,597 kbit/s","172074666.4060","58,596,655 KByte","60002974334.6353","1,600,186 kbit/s","200023249.3321","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:10:00 - 11:15:00","42911.1770833333","115,527,319 KByte","118299974343.4292","3,154,981 kbit/s","394372685.0799","52,663,859 KByte","53927791564.8591","1,438,218 kbit/s","179777282.9445","62,863,460 KByte","64372182778.5702","1,716,763 kbit/s","214595402.1354","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:15:00 - 11:20:00","42911.1805555556","107,211,706 KByte","109784786498.7090","2,927,789 kbit/s","365973686.5748","48,934,214 KByte","50108634922.5555","1,336,319 kbit/s","167039919.0698","58,277,492 KByte","59676151576.1535","1,591,470 kbit/s","198933767.5050","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:20:00 - 11:25:00","42911.1840277778","115,609,433 KByte","118384059114.6287","3,157,119 kbit/s","394639839.7047","53,804,301 KByte","55095604179.2717","1,469,314 kbit/s","183664258.2148","61,805,132 KByte","63288454935.3570","1,687,805 kbit/s","210975581.4900","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:25:00 - 11:30:00","42911.1875000000","113,764,869 KByte","116495225569.9039","3,106,850 kbit/s","388356254.1918","54,210,116 KByte","55511159224.3014","1,480,446 kbit/s","185055702.9846","59,554,752 KByte","60984066345.6025","1,626,404 kbit/s","203300551.2071","0 %","0.0000","100 %","0000009999"
